time,"Altitude (GPS) (m)","Average speed (km/h)","Average speed (GPS) (km/h)","Calculated engine load value (%)","Calculated instant fuel consumption (km/L)","Distance travelled (km)","Distance travelled (total) (km)","Engine coolant temperature (℃)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Intake air temperature (℃)","OBD Module Voltage (V)","Speed (GPS) (km/h)","Throttle position (%)","Vehicle acceleration (m/s²)","Vehicle speed (km/h)",Latitude,Longtitude,
14:20:07.251,2482,,0.00275749777871476,,,,,,,,,,0,,,,-0.29777058865875,-78.4607183095068,
14:20:07.279,2485.09985351563,,0.00275725224592322,,,,,,,,,,3.36744449158817E-16,,,,-0.29777058865875,-78.4607183095068,
14:20:08.264,,,0.0415173782184429,,,,,,,,,,0.0719999983906746,,,,-0.29777058865875,-78.4607183095068,
14:20:09.354,,,0.0814200158022484,,,,,,,,,,0.143999996781349,,,,-0.297772809863091,-78.4607178904116,
14:20:10.636,,,0.0558496589228872,,,,,,,,,,0,,,,-0.297772684134543,-78.4607177227736,
14:20:10.704,2485.09985351563,,0.00272714653197897,,,,,,,,,,0,,,,-0.297772684134543,-78.4607177227736,
14:20:10.705,2485.09985351563,,0.00272713724788803,,,,,,,,,,0,,,,-0.297772684134543,-78.4607177227736,
14:20:10.708,2485.09985351563,,0.00272873292418992,,,,,,,,,,0.183252865076065,,,,-0.297772684134543,-78.4607177227736,
14:20:10.770,,,,24.7058823529412,,,,,,,,,,,,,-0.297772684134543,-78.4607177227736,
14:20:10.864,,,,,,,,99,,,,,,,,,-0.297772684134543,-78.4607177227736,
14:20:10.980,,,,,,,,,886,0.9,,,,,,,-0.297772684134543,-78.4607177227736,
14:20:11.076,,,,,,,,,,,,,,,,0,-0.297772684134543,-78.4607177227736,
14:20:11.161,,,,,,,,,,,,,,21.9607843137255,,,-0.297772684134543,-78.4607177227736,
14:20:11.220,,,,,,,,,,,,12.5,,,,,-0.297772684134543,-78.4607177227736,
14:20:11.266,,,,24.7058823529412,,,,,,,,,,,,,-0.297772684134543,-78.4607177227736,
14:20:11.354,,,,,,,,,878,0.9,,,,,,,-0.297772642225027,-78.4607176389545,
14:20:11.431,,,,,,,,,,,52,,,,,,-0.297772642225027,-78.4607176389545,
14:20:11.514,,,,,,0,122.683016743695,,,,,,,,,0,-0.297772642225027,-78.4607176389545,
14:20:11.597,,,,,,,,,,,,,,21.9607843137255,,,-0.297772642225027,-78.4607176389545,
14:20:11.656,,,,,,,,,,,,12.8,,,,,-0.297772642225027,-78.4607176389545,
14:20:11.680,,,,24.7058823529412,,,,,,,,,,,,,-0.297772642225027,-78.4607176389545,
14:20:11.750,,,,,,,,99,,,,,,,,,-0.297772642225027,-78.4607176389545,
14:20:11.796,,,,,,,,,884,0.9,,,,,,,-0.297772642225027,-78.4607176389545,
14:20:11.843,,0,,,,0,122.683016743695,,,,,,,,,0,-0.297772642225027,-78.4607176389545,
14:20:11.890,,,,,,,,,,,,,,21.9607843137255,,,-0.297772642225027,-78.4607176389545,
14:20:11.952,,,,,,,,,,,,12.5,,,,,-0.297772642225027,-78.4607176389545,
14:20:11.972,,,,24.7058823529412,,,,,,,,,,,,,-0.297772642225027,-78.4607176389545,
14:20:12.018,,,,,,,,,899,0.9,,,,,,,-0.297772642225027,-78.4607176389545,
14:20:12.085,,0,,,,0,122.683016743695,,,,,,,,,0,-0.297772642225027,-78.4607176389545,
14:20:12.142,,,,,,,,,,,,,,21.9607843137255,,,-0.297772642225027,-78.4607176389545,
14:20:12.243,,,,,,,,,,,,12.6,,,,,-0.297772642225027,-78.4607176389545,
14:20:12.260,,,,24.7058823529412,,,,,,,,,,,,,-0.297772642225027,-78.4607176389545,
14:20:12.316,,,,,,,,99,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:12.374,,,,,,,,,895,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:12.419,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:12.466,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:12.516,,,,,,,,,,,,12.9,,,,,-0.297772600315511,-78.4607176389545,
14:20:12.589,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:12.646,,,,,,,,,899,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:12.693,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:12.762,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:12.819,,,,,,,,,,,,12.5,,,,,-0.297772600315511,-78.4607176389545,
14:20:12.855,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:12.893,,,,,,,,99,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:12.940,,,,,,,,,894,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:12.997,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:13.056,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:13.118,,,,,,,,,,,,12.8,,,,,-0.297772600315511,-78.4607176389545,
14:20:13.140,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:13.195,,,,,,,,,892,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:13.240,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:13.298,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:13.346,,,,,,,,,,,,12.3,,,,,-0.297772600315511,-78.4607176389545,
14:20:13.389,,,,24.3137254901961,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:13.434,,,,,,,,99,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:13.480,,,,,,,,,872,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:13.527,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:13.595,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:13.654,,,,,,,,,,,,12.9,,,,,-0.297772600315511,-78.4607176389545,
14:20:13.710,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:13.757,,,,,,,,,870,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:13.794,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:13.854,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:13.908,,,,,,,,,,,,12.4,,,,,-0.297772600315511,-78.4607176389545,
14:20:13.947,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:14.230,,,,,,,,99,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:14.279,,,,,,,,,887,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:14.326,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:14.367,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:14.424,,,,,,,,,,,,12.9,,,,,-0.297772600315511,-78.4607176389545,
14:20:14.449,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:14.508,,,,,,,,,896,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:14.554,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:14.593,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:14.657,,,,,,,,,,,,12.4,,,,,-0.297772600315511,-78.4607176389545,
14:20:14.675,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:14.746,,,,,,,,99,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:14.803,,,,,,,,,894,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:14.881,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:14.940,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:15.011,,,,,,,,,,,,12.9,,,,,-0.297772600315511,-78.4607176389545,
14:20:15.080,,,,24.3137254901961,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:15.171,,,,,,,,,897,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:15.264,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:15.323,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:15.385,,,,,,,,,,,,12.4,,,,,-0.297772600315511,-78.4607176389545,
14:20:15.409,,,,24.3137254901961,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:15.456,,,,,,,,100,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:15.504,,,,,,,,,867,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:15.550,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:15.596,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:15.662,,,,,,,,,,,,12.8,,,,,-0.297772600315511,-78.4607176389545,
14:20:15.679,,,,24.3137254901961,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:15.737,,,,,,,,,877,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:15.783,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:15.832,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:15.901,,,,,,,,,,,,12.5,,,,,-0.297772600315511,-78.4607176389545,
14:20:15.923,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:15.969,,,,,,,,100,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:16.015,,,,,,,,,881,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:16.082,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:16.172,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:16.242,,,,,,,,,,,,12.9,,,,,-0.297772600315511,-78.4607176389545,
14:20:16.298,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:16.334,,,,,,,,,878,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:16.380,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:16.427,,,,,,,,,,,,,,22.3529411764706,,,-0.297772600315511,-78.4607176389545,
14:20:16.491,,,,,,,,,,,,12.9,,,,,-0.297772600315511,-78.4607176389545,
14:20:16.510,,,,25.0980392156863,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:16.557,,,,,,,,100,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:16.615,,,,,,,,,899,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:16.662,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:16.708,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:16.764,,,,,,,,,,,,12.5,,,,,-0.297772600315511,-78.4607176389545,
14:20:16.789,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:16.845,,,,,,,,,890,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:16.882,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:16.930,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:16.990,,,,,,,,,,,,12.9,,,,,-0.297772600315511,-78.4607176389545,
14:20:17.004,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:17.050,,,,,,,,100,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:17.101,,,,,,,,,888,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:17.149,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:17.209,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:17.282,,,,,,,,,,,,12.5,,,,,-0.297772600315511,-78.4607176389545,
14:20:17.312,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:17.357,,,,,,,,,889,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:17.405,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:17.453,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:17.517,,,,,,,,,,,,12.6,,,,,-0.297772600315511,-78.4607176389545,
14:20:17.568,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:17.646,,,,,,,,100,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:17.693,,,,,,,,,884,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:17.784,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:17.844,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:17.908,,,,,,,,,,,,12.5,,,,,-0.297772600315511,-78.4607176389545,
14:20:17.938,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:17.997,,,,,,,,,882,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:18.043,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:18.092,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:18.165,,,,,,,,,,,,12.6,,,,,-0.297772600315511,-78.4607176389545,
14:20:18.173,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:18.229,,,,,,,,100,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:18.276,,,,,,,,,883,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:18.322,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:18.368,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:18.428,,,,,,,,,,,,12.9,,,,,-0.297772600315511,-78.4607176389545,
14:20:18.449,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:18.497,,,,,,,,,904,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:18.544,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:18.614,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:18.675,,,,,,,,,,,,12.4,,,,,-0.297772600315511,-78.4607176389545,
14:20:18.709,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:18.775,,,,,,,,100,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:18.832,,,,,,,,,893,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:18.881,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:18.931,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:18.996,,,,,,,,,,,,12.9,,,,,-0.297772600315511,-78.4607176389545,
14:20:19.012,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:19.061,,,,,,,,,887,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:19.106,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:19.143,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:19.227,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:19.234,,,,,,,,,,,,12.9,,,,,-0.297772600315511,-78.4607176389545,
14:20:19.275,,,,,,,,100,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:19.320,,,,,,,,,895,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:19.668,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:19.718,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:19.776,,,,,,,,,,,,12.9,,,,,-0.297772600315511,-78.4607176389545,
14:20:19.802,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:19.848,,,,,,,,,878,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:19.905,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:19.972,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:20.024,,,,,,,,,,,,12.4,,,,,-0.297772600315511,-78.4607176389545,
14:20:20.064,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:20.112,,,,,,,,100,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:20.159,,,,,,,,,882,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:20.215,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:20.270,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:20.342,,,,,,,,,,,,12.8,,,,,-0.297772600315511,-78.4607176389545,
14:20:20.374,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:20.420,,,,,,,,,887,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:20.476,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:20.522,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:20.581,,,,,,,,,,,,12.4,,,,,-0.297772600315511,-78.4607176389545,
14:20:20.616,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:20.663,,,,,,,,101,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:20.708,,,,,,,,,882,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:20.743,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:20.788,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:20.854,,,,,,,,,,,,12.6,,,,,-0.297772600315511,-78.4607176389545,
14:20:20.871,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:20.929,,,,,,,,,887,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:20.975,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:21.032,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:21.120,,,,,,,,,,,,12.8,,,,,-0.297772600315511,-78.4607176389545,
14:20:21.157,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:21.226,,,,,,,,101,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:21.286,,,,,,,,,885,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:21.333,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:21.403,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:21.467,,,,,,,,,,,,12.6,,,,,-0.297772600315511,-78.4607176389545,
14:20:21.497,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:21.543,,,,,,,,,877,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:21.590,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:21.648,,,,,,,,,,,,,,22.3529411764706,,,-0.297772600315511,-78.4607176389545,
14:20:21.706,,,,,,,,,,,,12.9,,,,,-0.297772600315511,-78.4607176389545,
14:20:21.730,,,,25.0980392156863,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:21.777,,,,,,,,101,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:21.823,,,,,,,,,886,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:21.871,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:21.918,,,,,,,,,,,,,,22.3529411764706,,,-0.297772600315511,-78.4607176389545,
14:20:21.992,,,,,,,,,,,,12.5,,,,,-0.297772600315511,-78.4607176389545,
14:20:22.000,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:22.058,,,,,,,,,889,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:22.105,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:22.153,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:22.222,,,,,,,,,,,,12.8,,,,,-0.297772600315511,-78.4607176389545,
14:20:22.247,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:22.292,,,,,,,,101,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:22.360,,,,,,,,,888,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:22.409,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:22.456,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:22.534,,,,,,,,,,,,12.4,,,,,-0.297772600315511,-78.4607176389545,
14:20:22.580,,,,24.3137254901961,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:22.638,,,,,,,,,886,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:22.685,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:22.745,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:22.826,,,,,,,,,,,,12.5,,,,,-0.297772600315511,-78.4607176389545,
14:20:22.860,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:22.948,,,,,,,,101,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:22.996,,,,,,,,,884,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:23.044,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:23.091,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:23.134,,,,,,,,,,,,12.8,,,,,-0.297772600315511,-78.4607176389545,
14:20:23.177,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:23.225,,,,,,,,,883,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:23.274,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:23.321,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:23.394,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:23.412,,,,,,,,,,,,12.3,,,,,-0.297772600315511,-78.4607176389545,
14:20:23.439,,,,,,,,101,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:23.495,,,,,,,,,885,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:23.543,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:23.601,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:23.669,,,,,,,,,,,,12.9,,,,,-0.297772600315511,-78.4607176389545,
14:20:23.724,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:23.824,,,,,,,,,898,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:23.906,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:23.978,,,,,,,,,,,,,,22.3529411764706,,,-0.297772600315511,-78.4607176389545,
14:20:24.034,,,,,,,,,,,,12.5,,,,,-0.297772600315511,-78.4607176389545,
14:20:24.051,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:24.099,,,,,,,,101,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:24.157,,,,,,,,,882,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:24.204,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:24.251,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:24.317,,,,,,,,,,,,12.8,,,,,-0.297772600315511,-78.4607176389545,
14:20:24.323,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:24.367,,,,,,,,,885,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:24.413,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:24.463,,,,,,,,,,,,,,22.3529411764706,,,-0.297772600315511,-78.4607176389545,
14:20:24.537,,,,,,,,,,,,12.9,,,,,-0.297772600315511,-78.4607176389545,
14:20:24.553,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:24.598,,,,,,,,101,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:24.643,,,,,,,,,889,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:24.690,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:24.739,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:25.137,,,,,,,,,,,,12.5,,,,,-0.297772600315511,-78.4607176389545,
14:20:25.147,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:25.225,,,,,,,,,898,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:25.290,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:25.382,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:25.433,,,,,,,,,,,,12.4,,,,,-0.297772600315511,-78.4607176389545,
14:20:25.453,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:25.499,,,,,,,,101,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:25.549,,,,,,,,,888,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:25.608,,0,,,,0,122.683016743695,,,,,,,,0,0,-0.297772600315511,-78.4607176389545,
14:20:25.665,,,,,,,,,,,,,,21.9607843137255,,,-0.297772600315511,-78.4607176389545,
14:20:25.726,,,,,,,,,,,,12.8,,,,,-0.297772600315511,-78.4607176389545,
14:20:25.748,,,,24.7058823529412,,,,,,,,,,,,,-0.297772600315511,-78.4607176389545,
14:20:25.794,,,,,,,,,888,0.9,,,,,,,-0.297772600315511,-78.4607176389545,
