,observation_hour,speed,rpm,acceleration,throttle_position,engine_temperature,engine_load_value,heart_rate,current_weather,visibility,precipitation,accidents_onsite,design_speed,accidents_time
95,15,0,647,0.0,12.5,91,23.5,98,18,3.2,0.0,9.0,70.0,0.0
96,15,0,660,0.0,12.5,91,23.5,98,18,3.2,0.0,9.0,70.0,0.0
97,15,0,649,0.0,12.5,91,23.5,98,18,3.2,0.0,10.0,70.0,0.0
98,15,0,656,0.0,12.5,91,23.5,98,18,3.2,0.0,9.0,70.0,0.0
99,15,0,679,0.0,12.5,91,23.5,98,18,3.2,0.0,9.0,70.0,0.0
100,15,0,675,0.0,12.5,91,23.5,98,18,3.2,0.0,9.0,70.0,0.0
101,15,0,647,0.0,12.5,91,23.5,98,18,3.2,0.0,9.0,70.0,0.0
102,15,0,683,0.0,12.5,91,23.5,98,18,3.2,0.0,9.0,70.0,0.0
103,15,0,656,0.0,12.5,91,23.5,98,18,3.2,0.0,9.0,70.0,0.0
104,15,0,683,0.0,12.5,91,23.5,98,18,3.2,0.0,9.0,70.0,0.0
105,15,0,668,0.0,12.5,91,23.5,94,18,3.2,0.0,9.0,70.0,0.0
106,15,0,647,0.0,12.9,91,23.5,94,18,3.2,0.0,9.0,70.0,0.0
107,15,0,678,0.0,12.5,91,23.5,94,18,3.2,0.0,9.0,70.0,0.0
108,15,0,650,0.0,12.5,92,23.5,94,18,3.2,0.0,9.0,70.0,0.0
109,15,0,678,0.0,12.5,92,23.5,94,18,3.2,0.0,9.0,70.0,0.0
110,15,0,680,0.0,12.5,92,23.5,94,18,3.2,0.0,9.0,70.0,0.0
111,15,0,653,0.0,12.5,92,23.1,94,18,3.2,0.0,9.0,70.0,0.0
112,15,0,675,0.0,12.9,92,23.5,94,18,3.2,0.0,9.0,70.0,0.0
113,15,0,667,0.0,12.5,92,23.5,94,18,3.2,0.0,9.0,70.0,0.0
114,15,0,646,0.0,12.5,93,23.1,94,18,3.2,0.0,9.0,70.0,0.0
115,15,0,651,0.0,12.9,93,23.5,94,18,3.2,0.0,9.0,70.0,0.0
116,15,0,646,0.0,12.9,93,23.5,91,18,3.2,0.0,9.0,70.0,0.0
117,15,0,684,0.0,12.9,93,23.5,91,18,3.2,0.0,10.0,70.0,0.0
118,15,0,657,0.0,12.5,93,23.9,91,18,3.2,0.0,10.0,70.0,0.0
119,15,0,677,0.0,12.5,94,23.5,91,18,3.2,0.0,9.0,70.0,0.0
120,15,0,650,0.0,12.5,94,23.5,91,18,3.2,0.0,9.0,70.0,0.0
121,15,0,667,0.0,12.5,94,23.9,91,18,3.2,0.0,9.0,70.0,0.0
122,15,0,669,0.0,12.9,94,23.9,94,18,3.2,0.0,9.0,70.0,0.0
123,15,0,655,0.0,12.5,94,23.9,94,18,3.2,0.0,9.0,70.0,0.0
124,15,0,654,0.0,12.9,94,23.5,94,18,3.2,0.0,9.0,70.0,0.0
125,15,0,654,0.0,12.5,94,23.9,94,18,3.2,0.0,9.0,70.0,0.0
126,15,0,660,0.0,12.5,94,23.9,94,18,3.2,0.0,9.0,70.0,0.0
127,15,0,655,0.0,12.5,94,23.5,94,18,3.2,0.0,9.0,70.0,0.0
128,15,0,661,0.0,12.5,94,23.5,94,18,3.2,0.0,9.0,70.0,0.0
129,15,0,660,0.0,12.5,94,23.9,94,18,3.2,0.0,9.0,70.0,0.0
130,15,0,680,0.0,12.9,94,23.9,94,18,3.2,0.0,9.0,70.0,0.0
131,15,0,674,0.0,12.5,94,23.5,94,18,3.2,0.0,9.0,70.0,0.0
132,15,0,647,0.0,12.5,94,23.5,94,18,3.2,0.0,9.0,70.0,0.0
133,15,0,667,0.0,12.9,94,23.9,94,18,3.2,0.0,9.0,70.0,0.0
134,15,0,663,0.0,12.5,94,25.1,94,18,3.2,0.0,9.0,70.0,0.0
135,15,0,650,0.0,12.9,94,23.1,94,18,3.2,0.0,9.0,70.0,0.0
136,15,0,656,0.0,12.5,94,23.9,94,18,3.2,0.0,9.0,70.0,0.0
137,15,0,662,0.0,12.9,95,23.9,94,18,3.2,0.0,12.0,70.0,0.0
138,15,0,661,0.0,12.9,95,23.9,94,18,3.2,0.0,9.0,70.0,0.0
139,15,0,660,0.0,12.9,95,24.3,94,18,3.2,0.0,9.0,70.0,0.0
140,15,0,669,0.0,12.9,95,24.3,94,18,3.2,0.0,9.0,70.0,0.0
141,15,0,653,0.0,12.5,95,24.3,98,18,3.2,0.0,9.0,70.0,0.0
142,15,0,676,0.0,12.5,95,24.3,98,18,3.2,0.0,9.0,70.0,0.0
143,15,0,674,0.0,12.9,95,23.9,98,18,3.2,0.0,9.0,70.0,0.0
144,15,0,654,0.0,12.9,95,24.7,98,18,3.2,0.0,9.0,70.0,0.0
145,15,0,660,0.0,12.9,95,26.7,102,18,3.2,0.0,9.0,70.0,0.0
146,15,0,652,0.0,12.9,95,27.5,102,18,3.2,0.0,9.0,70.0,0.0
147,15,1,639,0.0,12.9,95,26.7,102,18,3.2,0.0,9.0,70.0,0.0
148,15,1,640,0.14,14.9,95,37.6,102,18,3.2,0.0,9.0,70.0,0.0
149,15,2,820,0.22,15.3,95,70.2,102,18,3.2,0.0,9.0,70.0,0.0
150,15,4,1173,0.32,16.9,95,60.8,102,18,3.2,0.0,9.0,70.0,0.0
151,15,2,1210,-0.45,14.1,96,30.2,102,18,3.2,0.0,10.0,70.0,0.0
152,15,2,1675,-0.56,19.6,96,49.8,102,18,3.2,0.0,10.0,70.0,0.0
153,15,6,810,0.79,19.6,95,33.3,102,18,3.2,0.0,10.0,70.0,0.0
154,15,8,1079,0.79,14.1,95,39.6,102,18,3.2,0.0,9.0,70.0,0.0
155,15,8,1222,0.7,14.1,95,36.9,102,18,3.2,0.0,9.0,70.0,0.0
156,15,10,1655,0.5,16.1,95,36.9,102,18,3.2,0.0,9.0,70.0,0.0
157,15,13,1720,0.32,23.9,95,70.2,105,18,3.2,0.0,13.0,70.0,0.0
158,15,16,1261,0.54,15.3,95,76.1,105,18,3.2,0.0,13.0,70.0,0.0
159,15,16,1315,0.4,16.5,95,28.6,105,18,3.2,0.0,9.0,70.0,0.0
160,15,18,1364,0.14,15.7,96,34.1,105,18,3.2,0.0,9.0,70.0,0.0
161,15,19,1447,0.13,16.5,96,34.5,105,18,3.2,0.0,9.0,70.0,0.0
162,15,20,1533,0.26,14.5,96,32.9,105,18,3.2,0.0,9.0,70.0,0.0
163,15,20,1542,0.23,14.5,96,21.2,105,18,3.2,0.0,9.0,70.0,0.0
164,15,19,1521,0.0,14.5,96,34.1,105,18,3.2,0.0,10.0,70.0,0.0
165,15,20,1637,-0.11,17.3,97,37.3,105,18,3.2,0.0,9.0,70.0,0.0
166,15,21,1634,0.25,14.9,97,33.3,106,18,3.2,0.0,9.0,70.0,0.0
167,15,22,1725,0.27,18.0,97,40.8,106,18,3.2,0.0,9.0,70.0,0.0
168,15,24,1861,0.26,16.5,97,25.5,106,18,3.2,0.0,9.0,70.0,0.0
169,15,25,1933,0.28,19.6,96,29.4,106,18,3.2,0.0,9.0,70.0,0.0
170,15,28,2131,0.35,16.1,96,51.8,106,18,3.2,0.0,9.0,70.0,0.0
171,15,30,2202,0.35,21.2,96,28.2,106,18,3.2,0.0,9.0,70.0,0.0
172,15,31,1502,0.41,55.7,96,86.3,107,18,3.2,0.0,10.0,70.0,0.0
173,15,33,1595,0.49,14.9,96,27.1,107,18,3.2,0.0,10.0,70.0,0.0
174,15,33,1637,0.34,17.6,96,25.5,107,18,3.2,0.0,11.0,70.0,0.0
175,15,36,1706,0.39,23.9,96,83.5,107,18,3.2,0.0,11.0,70.0,0.0
176,15,40,1929,0.35,29.4,97,84.3,107,18,3.2,0.0,13.0,70.0,0.0
177,15,43,2031,0.76,25.1,97,72.9,107,18,3.2,0.0,12.0,70.0,0.0
178,15,46,2202,0.78,23.1,97,65.5,107,18,3.2,0.0,12.0,70.0,0.0
179,15,49,2337,0.58,26.7,97,62.0,107,18,3.2,0.0,11.0,70.0,0.0
180,15,51,2471,0.53,22.4,96,77.6,105,18,3.2,0.0,11.0,70.0,0.0
181,15,55,2577,0.52,28.2,96,63.1,105,18,3.2,0.0,11.0,70.0,0.0
182,15,58,2773,0.65,51.4,96,90.2,105,18,3.2,0.0,11.0,70.0,0.0
183,15,60,2899,0.56,48.6,96,89.8,102,18,3.2,0.0,11.0,70.0,0.0
184,15,62,2230,0.68,52.2,96,93.7,102,18,3.2,0.0,11.0,70.0,0.0
185,15,67,2436,0.65,55.3,96,94.1,102,18,3.2,0.0,11.0,70.0,0.0
186,15,68,2484,0.56,16.1,96,33.7,98,18,3.2,0.0,12.0,70.0,0.0
187,15,68,2517,0.28,18.4,96,28.6,98,18,3.2,0.0,12.0,70.0,0.0
188,15,69,2493,0.13,16.5,96,20.4,98,18,3.2,0.0,12.0,70.0,0.0
189,15,69,2522,0.13,19.2,96,29.8,102,18,3.2,0.0,11.0,70.0,0.0
190,15,70,2543,0.0,17.3,96,36.9,102,18,3.2,0.0,8.0,70.0,0.0
191,15,70,2564,0.13,17.3,95,24.3,102,18,3.2,0.0,9.0,70.0,0.0
192,15,72,2510,0.28,21.6,95,46.7,102,18,3.2,0.0,8.0,70.0,0.0
193,15,74,2677,0.22,19.6,95,37.6,105,18,3.2,0.0,8.0,70.0,0.0
194,15,75,2740,0.34,20.4,94,45.1,105,18,3.2,0.0,9.0,70.0,0.0
195,15,76,2756,0.31,21.6,94,40.4,105,18,3.2,0.0,9.0,70.0,0.0
196,15,78,2813,0.34,22.7,94,50.6,106,18,3.2,0.0,9.0,70.0,1.0
197,15,79,2850,0.32,23.1,94,88.2,106,18,3.2,0.0,8.0,70.0,1.0
198,15,81,3217,0.34,61.6,94,43.9,106,18,3.2,0.0,26.0,70.0,1.0
199,15,81,2898,0.26,52.2,94,92.9,105,18,3.2,0.0,26.0,70.0,1.0
200,15,82,2371,0.28,54.5,94,36.5,105,18,3.2,0.0,25.0,70.0,1.0
201,15,85,2413,0.33,16.1,94,36.5,105,18,3.2,0.0,22.0,70.0,1.0
202,15,82,2382,0.0,16.5,94,22.7,106,18,3.2,0.0,24.0,70.0,1.0
203,15,81,2361,-0.54,26.3,94,40.0,106,18,3.2,0.0,25.0,70.0,1.0
204,15,81,2349,0.25,53.7,93,93.3,106,18,3.2,0.0,25.0,70.0,1.0
205,15,84,2380,0.25,54.9,93,92.9,105,18,3.2,0.0,28.0,70.0,1.0
206,15,85,2423,0.26,55.7,92,92.5,105,18,3.2,0.0,28.0,70.0,1.0
207,15,86,2487,0.27,56.1,92,91.8,105,18,3.2,0.0,27.0,70.0,1.0
208,15,88,2538,0.42,56.5,92,90.6,102,18,3.2,0.0,27.0,70.0,1.0
209,15,90,2577,0.42,58.0,92,90.6,102,18,3.2,0.0,27.0,70.0,1.0
210,15,91,2616,0.4,29.8,92,50.6,102,18,3.2,0.0,29.0,70.0,1.0
211,15,92,2643,0.25,56.9,92,86.3,101,18,3.2,0.0,11.0,70.0,0.0
212,15,93,2684,0.25,52.9,92,90.2,101,18,3.2,0.0,11.0,70.0,0.0
213,15,94,2714,0.26,60.4,92,90.2,101,18,3.2,0.0,11.0,70.0,0.0
214,15,96,2731,0.34,29.4,92,42.7,98,18,3.2,0.0,12.0,70.0,0.0
215,15,97,2762,0.27,27.8,92,82.0,98,18,3.2,0.0,14.0,70.0,0.0
216,15,97,2773,0.25,16.1,92,67.8,98,18,3.2,0.0,20.0,70.0,0.0
217,15,97,2767,0.08,26.7,92,67.8,94,18,3.2,0.0,20.0,70.0,0.0
218,15,98,2803,0.0,37.6,92,84.7,94,18,3.2,0.0,19.0,70.0,0.0
219,15,99,2839,0.14,31.8,92,80.8,94,18,3.2,0.0,19.0,70.0,0.0
220,15,100,2868,0.26,30.6,92,75.7,94,18,3.2,0.0,18.0,70.0,0.0
221,15,100,2894,0.13,47.8,92,85.9,94,18,3.2,0.0,20.0,70.0,0.0
222,15,102,2910,0.14,26.7,92,69.4,94,18,3.2,0.0,18.0,70.0,0.0
223,15,102,2906,0.13,20.4,92,43.1,91,18,3.2,0.0,18.0,90.0,0.0
224,15,99,2895,-0.09,23.5,92,60.0,94,18,3.2,0.0,18.0,90.0,0.0
225,15,100,2857,0.0,24.3,92,60.0,94,18,3.2,0.0,18.0,90.0,0.0
226,15,99,2850,0.0,29.4,92,70.6,94,18,3.2,0.0,17.0,90.0,0.0
227,15,100,2871,-0.14,28.6,92,89.8,94,18,3.2,0.0,16.0,90.0,0.0
228,15,100,2868,0.13,58.8,92,82.7,93,18,3.2,0.0,15.0,90.0,0.0
229,15,100,2871,0.13,26.3,92,71.8,93,18,3.2,0.0,14.0,90.0,0.0
230,15,100,2871,0.0,47.8,92,89.0,93,18,3.2,0.0,14.0,90.0,0.0
231,15,100,2875,0.0,37.6,92,90.2,92,18,3.2,0.0,14.0,90.0,0.0
232,15,100,2878,0.0,62.4,92,85.1,92,18,3.2,0.0,14.0,90.0,0.0
233,15,100,2886,0.0,62.4,93,90.6,92,18,3.2,0.0,8.0,90.0,0.0
234,15,100,2884,0.0,23.9,93,75.7,92,18,3.2,0.0,9.0,90.0,0.0
235,15,99,2853,-0.1,18.4,93,27.1,92,18,3.2,0.0,9.0,90.0,0.0
236,15,97,2796,-0.27,18.4,93,31.8,92,18,3.2,0.0,9.0,90.0,0.0
237,15,94,2702,-0.55,16.5,93,29.8,92,18,3.2,0.0,7.0,90.0,0.0
238,15,93,2673,-0.39,27.8,93,74.1,92,18,3.2,0.0,6.0,90.0,0.0
239,15,93,2658,-0.52,44.3,93,82.4,92,18,3.2,0.0,5.0,90.0,0.0
240,15,93,2668,0.0,59.6,93,90.2,94,18,3.2,0.0,5.0,90.0,0.0
241,15,93,2678,0.0,60.0,93,90.2,94,18,3.2,0.0,6.0,90.0,0.0
242,15,93,2688,0.0,60.0,93,90.2,94,18,3.2,0.0,9.0,90.0,0.0
243,15,94,2687,0.0,60.0,93,90.2,98,18,3.2,0.0,11.0,90.0,0.0
244,15,94,2700,0.13,60.4,93,90.2,98,18,3.2,0.0,11.0,90.0,0.0
245,15,94,2699,0.0,60.4,93,90.2,98,18,3.2,0.0,11.0,90.0,0.0
246,15,94,2714,0.0,60.4,93,89.8,100,18,3.2,0.0,11.0,90.0,0.0
247,15,94,2713,0.0,60.4,93,89.8,100,18,3.2,0.0,11.0,90.0,0.0
248,15,96,2719,0.11,60.8,93,89.8,100,18,3.2,0.0,10.0,90.0,0.0
249,15,96,2728,0.0,60.8,93,89.8,101,18,3.2,0.0,10.0,90.0,0.0
250,15,96,2730,0.0,60.8,94,89.8,101,18,3.2,0.0,9.0,90.0,0.0
251,15,96,2736,0.0,60.8,94,89.8,101,18,3.2,0.0,9.0,90.0,0.0
252,15,96,2743,0.0,61.2,94,89.8,102,18,3.2,0.0,10.0,90.0,0.0
253,15,96,2751,0.0,61.2,94,89.8,102,18,3.2,0.0,11.0,90.0,0.0
254,15,96,2752,0.0,61.2,94,89.8,102,18,3.2,0.0,14.0,90.0,0.0
255,15,97,2752,0.09,61.2,94,89.8,104,18,3.2,0.0,16.0,90.0,0.0
256,15,97,2766,0.26,61.6,94,89.8,104,18,3.2,0.0,17.0,90.0,0.0
257,15,97,2780,0.26,61.6,94,89.8,104,18,3.2,0.0,17.0,90.0,0.0
258,15,98,2792,0.26,62.0,94,89.8,104,18,3.2,0.0,24.0,90.0,0.0
259,15,98,2809,0.13,62.0,94,89.8,104,18,3.2,0.0,39.0,90.0,1.0
260,15,98,2820,0.13,62.4,94,89.8,104,18,3.2,0.0,39.0,90.0,1.0
261,15,99,2833,0.13,62.4,94,90.2,101,18,3.2,0.0,40.0,90.0,1.0
262,15,100,2855,0.11,62.4,94,90.2,101,18,3.2,0.0,40.0,90.0,2.0
263,15,100,2866,0.11,62.7,94,90.2,101,18,3.2,0.0,41.0,90.0,2.0
264,15,100,2874,0.11,63.1,94,90.2,97,18,3.2,0.0,42.0,90.0,2.0
265,15,100,2886,0.0,63.5,94,90.2,97,18,3.2,0.0,41.0,90.0,2.0
266,15,102,2890,0.13,63.5,94,90.2,94,18,3.2,0.0,41.0,90.0,2.0
267,15,102,2901,0.0,63.5,94,90.6,94,18,3.2,0.0,41.0,90.0,2.0
268,15,102,2900,0.0,63.9,94,90.6,94,18,3.2,0.0,41.0,90.0,2.0
269,15,102,2889,0.0,63.5,94,90.6,92,18,3.2,0.0,38.0,90.0,2.0
270,15,100,2879,0.0,63.5,94,90.6,92,18,3.2,0.0,38.0,90.0,2.0
271,15,100,2869,-0.11,63.5,94,90.2,92,18,3.2,0.0,35.0,90.0,2.0
272,15,99,2856,-0.14,63.1,94,90.2,93,18,3.2,0.0,31.0,70.0,2.0
273,15,99,2845,-0.13,62.7,94,89.8,93,18,3.2,0.0,32.0,70.0,2.0
274,15,99,2835,-0.11,62.7,94,89.8,93,18,3.2,0.0,31.0,70.0,2.0
275,15,99,2828,0.0,62.7,94,89.8,93,18,3.2,0.0,30.0,70.0,2.0
276,15,98,2818,-0.08,62.4,94,89.8,93,18,3.2,0.0,11.0,70.0,1.0
277,15,98,2808,-0.09,62.4,94,89.8,93,18,3.2,0.0,11.0,70.0,1.0
278,15,97,2783,-0.18,62.0,94,89.4,96,18,3.2,0.0,10.0,70.0,1.0
279,15,97,2778,-0.1,76.1,94,91.4,96,18,3.2,0.0,10.0,70.0,0.0
280,15,98,2781,0.0,84.3,94,91.0,96,18,3.2,0.0,10.0,70.0,0.0
281,15,97,2765,0.0,75.3,94,89.8,98,18,3.2,0.0,9.0,70.0,0.0
282,15,97,2758,-0.14,61.6,94,89.4,98,18,3.2,0.0,9.0,70.0,0.0
283,15,97,2750,-0.13,61.2,94,89.4,98,18,3.2,0.0,8.0,70.0,0.0
284,15,97,2746,-0.51,61.2,94,83.5,101,18,3.2,0.0,8.0,70.0,0.0
285,15,94,2731,-0.51,23.9,94,23.5,101,18,3.2,0.0,9.0,70.0,0.0
286,15,92,2656,-0.51,16.5,94,23.5,101,18,3.2,0.0,10.0,70.0,0.0
287,15,88,2558,-0.61,16.9,94,22.4,102,18,3.2,0.0,10.0,70.0,0.0
288,15,86,2461,-0.82,16.5,94,22.4,102,18,3.2,0.0,11.0,70.0,0.0
289,15,82,2416,-0.71,46.3,94,89.0,102,18,3.2,0.0,20.0,70.0,0.0
290,15,82,2352,-0.4,85.5,94,93.7,104,18,3.2,0.0,20.0,70.0,0.0
291,15,82,2352,-0.13,80.0,93,93.7,104,18,3.2,0.0,16.0,90.0,2.0
292,15,81,2347,0.0,81.6,93,93.7,104,18,3.2,0.0,17.0,90.0,2.0
293,15,81,2343,0.0,82.0,93,94.1,104,18,3.2,0.0,17.0,90.0,2.0
294,15,81,2341,0.0,82.0,93,94.1,104,18,3.2,0.0,18.0,90.0,2.0
295,15,81,2344,-0.09,82.0,94,94.1,104,18,3.2,0.0,17.0,90.0,2.0
296,15,82,2345,0.0,82.0,94,94.1,101,18,3.2,0.0,18.0,90.0,2.0
