,observation_hour,speed,rpm,acceleration,throttle_position,engine_temperature,engine_load_value,heart_rate,current_weather,visibility,precipitation,accidents_onsite,design_speed,accidents_time
802,15,99,2829,0.69,26.3,91,71.8,105,18,3.2,0.0,5.0,90.0,0.0
803,15,102,2926,0.66,19.6,91,25.5,105,18,3.2,0.0,5.0,80.0,0.0
804,15,103,2948,0.42,19.2,92,31.0,105,18,3.2,0.0,6.0,80.0,0.0
805,15,105,2998,0.39,17.3,92,20.0,102,18,3.2,0.0,4.0,80.0,0.0
806,15,105,3019,0.26,18.0,92,25.1,102,18,3.2,0.0,3.0,80.0,0.0
807,15,108,3080,0.26,20.0,93,34.1,101,18,3.2,0.0,3.0,80.0,0.0
808,15,109,3106,0.34,18.0,93,25.1,101,18,3.2,0.0,2.0,80.0,0.0
809,15,111,3164,0.44,22.4,93,42.0,98,18,3.2,0.0,2.0,90.0,1.0
810,15,114,3236,0.44,22.4,93,45.9,98,18,3.2,0.0,2.0,90.0,1.0
811,15,115,3265,0.51,22.0,93,27.1,98,18,3.2,0.0,3.0,90.0,1.0
812,15,115,3282,0.32,18.4,92,21.6,97,18,3.2,0.0,4.0,90.0,1.0
813,15,115,3280,0.18,18.4,92,25.5,97,18,3.2,0.0,5.0,90.0,1.0
814,15,106,3119,-1.16,18.0,91,25.1,97,18,3.2,0.0,6.0,90.0,1.0
815,15,93,2693,-2.6,17.3,91,24.7,96,18,3.2,0.0,7.0,90.0,1.0
816,15,85,2448,-2.05,16.9,91,22.7,96,18,3.2,0.0,7.0,80.0,1.0
817,15,85,2442,-1.23,16.5,91,23.1,96,18,3.2,0.0,7.0,80.0,1.0
818,15,85,2445,-0.33,16.5,90,22.0,97,18,3.2,0.0,7.0,80.0,1.0
819,15,86,2447,0.14,16.5,90,41.2,97,18,3.2,0.0,7.0,80.0,1.0
820,15,87,2526,0.27,22.7,90,51.8,97,18,3.2,0.0,6.0,80.0,1.0
821,15,90,2557,0.39,22.4,91,31.4,97,18,3.2,0.0,6.0,80.0,1.0
822,15,90,2576,0.26,16.9,91,23.1,97,18,3.2,0.0,6.0,80.0,1.0
823,15,90,2570,0.13,16.9,91,23.5,97,18,3.2,0.0,6.0,90.0,1.0
824,15,91,2576,0.0,18.4,91,28.2,94,18,3.2,0.0,6.0,90.0,1.0
825,15,92,2627,0.11,18.8,91,32.5,94,18,3.2,0.0,8.0,90.0,1.0
826,15,93,2654,0.26,16.9,91,20.4,94,18,3.2,0.0,9.0,90.0,1.0
827,15,94,2686,0.25,19.6,91,34.9,94,18,3.2,0.0,9.0,90.0,1.0
828,15,96,2736,0.13,18.8,92,31.0,94,18,3.2,0.0,9.0,90.0,1.0
829,15,96,2763,0.13,17.6,92,23.5,94,18,3.2,0.0,8.0,90.0,0.0
830,15,98,2775,0.27,17.6,92,25.9,94,18,3.2,0.0,6.0,90.0,0.0
831,15,99,2828,0.27,20.0,93,19.6,94,18,3.2,0.0,6.0,90.0,0.0
832,15,99,2828,0.27,16.9,94,24.7,94,18,3.2,0.0,5.0,90.0,0.0
833,15,100,2856,0.15,17.6,94,24.3,94,18,3.2,0.0,4.0,90.0,0.0
834,15,100,2856,0.15,18.0,93,24.7,94,18,3.2,0.0,6.0,90.0,0.0
835,15,100,2872,0.09,18.0,93,24.7,94,18,3.2,0.0,6.0,90.0,0.0
836,15,102,2884,0.13,18.0,93,24.7,96,18,3.2,8.0,6.0,90.0,0.0
837,15,100,2887,-0.26,18.0,92,24.7,96,18,3.2,8.0,7.0,90.0,0.0
838,15,98,2807,-0.26,17.6,91,24.7,96,18,3.2,8.0,7.0,90.0,0.0
839,15,96,2670,-0.78,17.6,91,24.7,97,18,3.2,8.0,7.0,90.0,0.0
840,15,94,2679,0.13,17.3,91,24.3,97,18,3.2,8.0,7.0,90.0,0.0
841,15,94,2719,0.13,18.0,91,25.5,97,18,3.2,8.0,5.0,90.0,0.0
842,15,96,2742,0.13,19.6,91,25.9,97,18,3.2,8.0,4.0,90.0,0.0
843,15,99,2800,0.4,28.2,91,68.2,97,18,3.2,8.0,4.0,90.0,0.0
844,15,100,2855,0.4,21.2,91,40.8,97,18,3.2,8.0,4.0,90.0,0.0
845,15,102,2901,0.25,19.6,91,32.5,101,18,3.2,8.0,3.0,90.0,0.0
846,15,103,2921,0.27,17.3,91,25.1,101,18,3.2,8.0,3.0,90.0,0.0
847,15,100,2934,-0.2,18.0,91,23.9,101,18,3.2,8.0,3.0,90.0,0.0
848,15,100,2934,-0.2,18.0,91,24.7,104,18,3.2,8.0,3.0,90.0,0.0
849,15,100,2887,-0.2,17.6,91,24.3,104,18,3.2,8.0,3.0,90.0,0.0
850,15,100,2877,-0.13,17.6,91,24.7,104,18,3.2,8.0,3.0,90.0,0.0
851,15,97,2834,-0.4,17.6,91,24.7,104,18,3.2,8.0,4.0,90.0,0.0
852,15,98,2817,0.18,17.6,92,23.9,105,18,3.2,8.0,4.0,90.0,0.0
853,15,98,2827,0.18,17.6,92,23.9,105,18,3.2,8.0,4.0,90.0,0.0
854,15,99,2842,0.18,17.6,92,23.9,105,18,3.2,8.0,3.0,90.0,0.0
855,15,99,2849,0.1,17.6,92,24.3,106,18,3.2,8.0,3.0,90.0,0.0
856,15,98,2801,-0.09,17.6,91,24.3,107,18,3.2,8.0,3.0,90.0,0.0
857,15,98,2801,-0.09,17.6,91,24.3,107,18,3.2,8.0,3.0,90.0,0.0
858,15,99,2813,-0.09,17.6,91,23.9,107,18,3.2,8.0,9.0,90.0,0.0
859,15,99,2818,0.13,17.6,91,23.9,107,18,3.2,8.0,10.0,90.0,1.0
860,15,99,2831,0.13,17.6,91,23.9,107,18,3.2,8.0,10.0,90.0,1.0
861,15,100,2873,0.13,23.5,91,51.8,106,18,3.2,8.0,10.0,90.0,1.0
862,15,102,2887,0.26,17.3,91,25.9,106,18,3.2,8.0,10.0,70.0,1.0
863,15,96,2801,-1.34,17.6,91,24.3,104,18,3.2,8.0,10.0,70.0,1.0
864,15,90,2674,-1.34,17.3,91,23.5,104,18,3.2,8.0,10.0,70.0,1.0
865,15,85,2462,-1.47,16.9,91,22.7,104,18,3.2,8.0,11.0,70.0,1.0
866,15,81,2358,-0.96,16.5,91,22.7,102,18,3.2,8.0,11.0,90.0,1.0
867,15,78,2258,-0.82,16.1,91,22.0,102,18,3.2,8.0,10.0,90.0,1.0
868,15,76,2185,-0.55,18.8,91,29.4,102,18,3.2,8.0,10.0,90.0,1.0
869,15,78,2222,-0.14,18.4,91,34.9,101,18,3.2,8.0,9.0,90.0,1.0
870,15,79,2250,0.13,18.4,91,34.9,101,18,3.2,8.0,9.0,90.0,1.0
871,15,81,2294,0.42,52.2,91,87.5,101,18,3.2,8.0,10.0,70.0,1.0
872,15,84,2378,0.45,52.2,91,91.4,101,18,3.2,8.0,11.0,70.0,1.0
873,15,86,2454,0.58,56.1,91,90.6,101,18,3.2,8.0,11.0,70.0,1.0
874,15,88,2511,0.59,56.9,92,89.8,101,18,3.2,8.0,11.0,70.0,1.0
875,15,91,2585,0.59,58.0,92,89.8,102,18,3.2,8.0,9.0,70.0,0.0
876,15,93,2665,0.53,59.6,92,89.8,102,18,3.2,8.0,8.0,70.0,0.0
877,15,96,2726,0.51,30.2,93,80.4,102,18,3.2,8.0,5.0,70.0,0.0
878,15,97,2748,0.5,18.8,94,38.0,102,18,3.2,8.0,6.0,70.0,0.0
879,15,96,2740,-0.11,16.5,94,19.2,102,18,3.2,8.0,6.0,70.0,0.0
880,15,96,2736,-0.11,17.3,94,23.5,101,18,3.2,8.0,7.0,80.0,0.0
881,15,94,2784,0.13,18.4,94,31.4,101,18,3.2,8.0,8.0,80.0,0.0
882,15,96,2743,0.13,19.2,94,25.9,101,18,3.2,8.0,7.0,80.0,0.0
883,15,96,2759,0.13,17.6,93,24.3,101,18,3.2,8.0,7.0,80.0,0.0
884,15,97,2762,0.14,18.8,92,27.8,101,18,3.2,8.0,8.0,90.0,0.0
885,15,98,2801,0.27,18.0,92,25.5,101,18,3.2,8.0,8.0,90.0,0.0
886,15,98,2827,0.27,16.9,91,19.2,101,18,3.2,8.0,8.0,90.0,0.0
887,15,99,2838,0.22,17.6,91,24.3,104,18,3.2,8.0,8.0,90.0,0.0
888,15,100,2851,0.11,17.6,91,27.1,104,18,3.2,8.0,8.0,80.0,0.0
889,15,100,2889,0.14,18.0,91,23.9,104,18,3.2,8.0,7.0,80.0,0.0
890,15,102,2907,0.13,18.0,91,24.7,107,18,3.2,8.0,7.0,90.0,0.0
891,15,102,2919,0.13,18.0,91,24.7,107,18,3.2,8.0,7.0,90.0,0.0
892,15,99,2864,-0.22,17.6,91,24.7,107,18,3.2,8.0,8.0,90.0,0.0
893,15,98,2797,-0.29,17.6,91,24.7,107,18,3.2,8.0,8.0,90.0,0.0
894,15,98,2807,-0.27,17.6,91,24.7,107,18,3.2,8.0,7.0,80.0,0.0
895,15,98,2907,-0.23,17.6,91,22.7,109,18,3.2,8.0,7.0,80.0,0.0
896,15,99,2847,0.1,18.0,91,23.1,109,18,3.2,8.0,10.0,80.0,0.0
897,15,100,2861,0.2,17.3,91,20.0,109,18,3.2,8.0,44.0,80.0,0.0
898,15,102,2899,0.27,18.0,91,23.9,109,18,3.2,8.0,80.0,90.0,1.0
899,15,102,2911,0.0,18.0,91,24.3,109,18,3.2,8.0,82.0,90.0,1.0
900,15,102,2921,0.0,18.0,91,24.3,109,18,3.2,8.0,83.0,90.0,1.0
901,15,102,2930,0.0,18.0,91,24.7,109,18,3.2,8.0,85.0,90.0,1.0
902,15,102,2934,0.0,18.0,91,24.7,110,18,3.2,8.0,85.0,80.0,1.0
903,15,104,2963,0.11,20.4,91,36.1,111,18,3.2,8.0,85.0,80.0,1.0
904,15,105,3008,0.32,17.3,91,21.6,111,18,3.2,8.0,86.0,80.0,1.0
905,15,105,3014,0.26,18.0,91,25.1,113,18,3.2,8.0,84.0,80.0,1.0
906,15,105,3018,0.0,18.0,91,25.1,113,18,3.2,8.0,87.0,80.0,1.0
907,15,105,3015,-0.13,18.0,92,25.1,113,18,3.2,8.0,87.0,70.0,1.0
908,15,105,3028,0.13,18.4,92,25.1,113,18,3.2,8.0,85.0,70.0,1.0
909,15,106,3040,0.13,18.4,92,25.1,113,18,3.2,8.0,86.0,70.0,1.0
910,15,105,3022,-0.55,18.4,92,25.1,113,18,3.2,8.0,63.0,70.0,1.0
911,15,103,2950,-0.55,18.0,92,25.1,109,18,3.2,8.0,56.0,60.0,0.0
912,15,93,2696,-1.01,17.3,91,24.7,109,18,3.2,8.0,55.0,60.0,0.0
913,15,90,2576,-1.33,17.3,91,24.3,107,18,3.2,8.0,49.0,60.0,0.0
914,15,90,2587,-0.98,17.3,91,24.3,107,18,3.2,8.0,16.0,60.0,0.0
915,15,91,2605,0.11,17.3,91,24.7,107,18,3.2,8.0,14.0,70.0,0.0
916,15,90,2569,-0.4,17.3,91,24.3,109,18,3.2,8.0,14.0,70.0,0.0
917,15,88,2493,-0.4,16.9,91,23.5,109,18,3.2,8.0,14.0,70.0,0.0
918,15,85,2422,-0.42,16.9,91,22.7,109,18,3.2,8.0,15.0,70.0,0.0
919,15,85,2422,-0.42,16.9,91,22.4,113,18,3.2,8.0,15.0,70.0,0.0
920,15,84,2388,-0.31,16.5,91,22.7,113,18,3.2,8.0,13.0,70.0,0.0
921,15,85,2402,-0.13,16.9,91,22.4,113,18,3.2,8.0,15.0,60.0,1.0
922,15,85,2410,0.13,16.9,91,22.7,113,18,3.2,8.0,17.0,60.0,1.0
923,15,86,2435,0.13,27.1,91,40.4,111,18,3.2,8.0,17.0,60.0,1.0
924,15,90,2554,0.4,29.4,91,84.7,111,18,3.2,8.0,16.0,60.0,1.0
925,15,92,2613,0.52,34.1,91,80.4,111,18,3.2,8.0,13.0,60.0,1.0
926,15,92,2734,0.52,18.0,91,19.6,113,18,3.2,8.0,13.0,60.0,1.0
927,15,96,2734,0.5,17.6,91,19.6,113,18,3.2,8.0,13.0,70.0,1.0
928,15,93,2714,0.13,17.3,91,23.5,113,18,3.2,8.0,14.0,70.0,1.0
929,15,94,2706,0.25,17.3,91,23.1,113,18,3.2,8.0,14.0,70.0,1.0
930,15,96,2740,0.25,17.3,91,23.1,113,18,3.2,8.0,14.0,60.0,2.0
931,15,98,2787,0.38,17.3,91,23.1,113,18,3.2,8.0,13.0,60.0,2.0
932,15,99,2813,0.36,17.6,91,22.7,113,18,3.2,8.0,16.0,60.0,2.0
933,15,99,2838,0.29,17.6,91,22.7,113,18,3.2,8.0,16.0,60.0,2.0
934,15,92,2660,-0.54,17.3,91,23.1,113,18,3.2,8.0,15.0,70.0,3.0
935,15,92,2581,-0.54,17.3,91,23.1,113,18,3.2,8.0,14.0,70.0,3.0
936,15,88,2495,-1.11,16.9,91,22.4,113,18,3.2,8.0,14.0,70.0,3.0
937,15,82,2427,-1.1,16.5,91,21.6,111,18,3.2,8.0,14.0,70.0,3.0
938,15,81,2349,-0.91,16.5,91,21.6,111,18,3.2,8.0,14.0,70.0,3.0
939,15,82,2381,0.54,19.2,91,21.6,111,18,3.2,8.0,14.0,60.0,2.0
940,15,87,2490,0.54,31.0,91,77.3,109,18,3.2,8.0,12.0,60.0,2.0
941,15,90,2532,0.9,16.1,91,29.8,109,18,3.2,8.0,10.0,60.0,2.0
942,15,90,2578,0.64,16.9,91,22.7,109,18,3.2,8.0,10.0,60.0,2.0
943,15,86,2490,-0.45,16.9,91,22.4,109,18,3.2,8.0,11.0,70.0,2.0
944,15,84,2390,-0.69,16.5,91,22.0,109,18,3.2,8.0,11.0,70.0,2.0
945,15,81,2317,-0.52,16.5,91,21.6,109,18,3.2,8.0,12.0,70.0,2.0
946,15,85,2391,0.53,18.0,91,60.0,109,18,3.2,8.0,11.0,90.0,2.0
947,15,86,2428,0.53,52.5,91,81.6,109,18,3.2,8.0,10.0,90.0,2.0
948,15,91,2581,0.79,30.6,91,89.8,109,18,3.2,8.0,9.0,90.0,2.0
949,15,93,2656,0.74,16.9,91,32.5,109,18,3.2,8.0,10.0,90.0,2.0
950,15,94,2693,0.44,17.6,91,23.1,109,18,3.2,8.0,10.0,90.0,2.0
951,15,94,2726,0.14,17.3,91,23.1,110,18,3.2,8.0,9.0,90.0,2.0
952,15,94,2752,0.13,18.8,92,23.1,110,18,3.2,8.0,8.0,90.0,2.0
953,15,99,2810,0.43,33.7,92,50.6,109,18,3.2,8.0,9.0,70.0,1.0
954,15,105,2998,0.64,23.5,92,61.6,109,18,3.2,8.0,9.0,70.0,1.0
955,15,108,3058,0.72,17.3,92,23.9,109,18,3.2,8.0,9.0,70.0,1.0
956,15,108,3107,0.49,17.3,92,23.5,107,18,3.2,8.0,9.0,70.0,1.0
957,15,108,3004,0.21,18.0,92,23.9,106,18,3.2,8.0,10.0,70.0,1.0
958,15,105,2971,-0.43,18.0,92,23.9,104,18,3.2,8.0,10.0,70.0,1.0
959,15,102,2853,-0.95,17.6,92,23.5,104,18,3.2,8.0,12.0,90.0,1.0
960,15,97,2779,-0.96,17.6,92,23.9,104,18,3.2,8.0,12.0,90.0,1.0
961,15,97,2757,-0.53,17.3,92,23.9,104,18,3.2,8.0,13.0,90.0,1.0
962,15,96,2758,-0.41,17.3,91,23.9,105,18,3.2,8.0,12.0,90.0,1.0
963,15,87,2535,-1.32,16.9,91,23.1,105,18,3.2,8.0,12.0,50.0,7.0
964,15,79,2312,-1.82,16.5,91,21.6,106,18,3.2,8.0,13.0,50.0,7.0
965,15,76,2185,-1.54,16.1,91,22.0,106,18,3.2,8.0,13.0,50.0,7.0
966,15,76,2183,-0.78,16.1,91,20.4,106,18,3.2,8.0,87.0,50.0,7.0
967,15,76,2182,-0.14,16.1,91,20.0,110,18,3.2,0.0,89.0,50.0,7.0
968,15,76,2182,-0.14,16.1,91,20.0,110,18,3.2,0.0,90.0,50.0,7.0
969,15,76,2183,-0.14,16.1,91,20.0,110,18,3.2,0.0,90.0,50.0,7.0
970,15,75,2176,-0.14,16.1,91,20.0,109,18,3.2,0.0,90.0,60.0,6.0
971,15,75,2171,-0.14,16.1,91,20.0,109,18,3.2,0.0,88.0,60.0,6.0
972,15,74,2161,-0.1,16.1,91,20.0,109,18,3.2,0.0,88.0,60.0,6.0
973,15,74,2161,-0.1,16.1,91,20.0,109,18,3.2,0.0,88.0,60.0,6.0
974,15,75,2152,0.0,16.1,91,20.0,109,18,3.2,0.0,92.0,60.0,6.0
975,15,74,2142,0.0,16.1,91,20.0,107,18,3.2,0.0,92.0,60.0,6.0
976,15,74,2143,-0.12,16.1,91,20.0,104,18,3.2,0.0,166.0,50.0,9.0
977,15,73,2126,-0.13,16.1,91,20.0,104,18,3.2,0.0,168.0,50.0,9.0
978,15,72,2086,-0.65,15.7,91,21.2,104,18,3.2,0.0,172.0,50.0,9.0
979,15,66,1928,-0.81,15.7,91,21.6,104,18,3.2,0.0,173.0,50.0,9.0
980,15,64,1856,-0.9,15.3,91,20.8,102,18,3.2,0.0,188.0,60.0,10.0
981,15,63,1856,-0.73,15.3,91,20.4,102,18,3.2,0.0,188.0,60.0,10.0
982,15,62,1804,-0.22,15.3,91,35.3,102,18,3.2,0.0,186.0,60.0,10.0
983,15,62,1802,-0.14,18.0,91,39.6,102,18,3.2,0.0,186.0,60.0,10.0
984,15,62,1793,-0.13,22.4,91,43.5,102,18,3.2,0.0,185.0,60.0,10.0
985,15,64,1862,0.13,29.8,91,81.6,102,18,3.2,0.0,185.0,60.0,10.0
986,15,66,1888,0.26,15.3,91,37.6,102,18,3.2,0.0,188.0,60.0,9.0
987,15,64,1873,-0.21,15.3,91,20.8,102,18,3.2,0.0,186.0,60.0,9.0
988,15,62,1801,-0.21,15.3,92,21.2,102,18,3.2,0.0,186.0,60.0,9.0
989,15,62,1789,-0.31,15.3,92,21.2,102,18,3.2,0.0,186.0,60.0,9.0
990,15,61,1766,-0.42,15.3,92,21.2,101,18,3.2,0.0,186.0,60.0,9.0
991,15,58,1723,-0.5,14.9,92,21.2,101,18,3.2,0.0,187.0,60.0,9.0
992,15,57,1729,-0.37,21.2,92,47.8,102,18,3.2,0.0,185.0,60.0,9.0
993,15,57,1983,-0.21,19.6,92,93.3,102,18,3.2,0.0,112.0,60.0,9.0
994,15,62,2264,0.34,85.5,92,94.5,102,18,3.2,0.0,107.0,60.0,9.0
995,15,63,2328,0.45,84.7,93,93.7,106,18,3.2,0.0,105.0,60.0,9.0
996,15,68,2470,0.68,85.5,94,93.3,106,18,3.2,0.0,105.0,60.0,9.0
997,15,70,2587,0.65,73.3,94,91.4,107,18,3.2,0.0,105.0,60.0,9.0
998,15,73,2623,0.71,83.1,94,91.4,107,18,3.2,0.0,106.0,60.0,4.0
999,15,75,2734,0.52,75.7,94,91.0,107,18,3.2,0.0,106.0,60.0,4.0
1000,15,79,2843,0.62,65.5,94,90.2,106,18,3.2,0.0,106.0,60.0,4.0
1001,15,80,2882,0.52,31.8,93,90.6,106,18,3.2,0.0,104.0,60.0,4.0
1002,15,79,2862,0.0,17.3,93,28.6,106,18,3.2,0.0,106.0,60.0,4.0
1003,15,79,2833,-0.12,23.9,92,42.7,109,18,3.2,0.0,103.0,60.0,1.0
1004,15,79,2872,-0.11,27.8,92,50.6,109,18,3.2,0.0,100.0,60.0,1.0
1005,15,80,2879,0.53,63.1,92,90.2,109,18,3.2,0.0,25.0,60.0,1.0
1006,15,81,2957,0.53,63.9,91,90.2,110,18,3.2,8.0,24.0,60.0,1.0
1007,15,84,2989,0.53,64.7,91,89.8,109,18,3.2,8.0,8.0,60.0,0.0
1008,15,84,3017,0.13,54.5,91,90.2,109,18,3.2,8.0,7.0,60.0,0.0
1009,15,85,3070,0.13,65.9,91,91.0,109,18,3.2,8.0,6.0,60.0,0.0
1010,15,85,3075,0.13,31.4,91,80.4,107,18,3.2,8.0,5.0,70.0,0.0
1011,15,84,3059,-0.11,20.4,92,25.5,107,18,3.2,8.0,5.0,70.0,0.0
1012,15,84,3012,-0.1,23.9,92,54.1,107,18,3.2,8.0,4.0,70.0,0.0
1013,15,84,2998,-0.08,26.3,92,61.6,107,18,3.2,8.0,3.0,70.0,0.0
1014,15,84,3018,-0.07,35.3,92,83.1,107,18,3.2,8.0,4.0,70.0,0.0
1015,15,84,3020,0.0,27.1,93,50.6,107,18,3.2,8.0,7.0,70.0,0.0
1016,15,84,3028,0.0,24.7,93,71.0,111,18,3.2,8.0,7.0,50.0,3.0
1017,15,82,2952,-0.27,17.6,93,23.1,111,18,3.2,8.0,7.0,70.0,3.0
1018,15,79,2948,-0.54,17.3,94,19.2,111,18,3.2,8.0,8.0,70.0,3.0
1019,15,78,2857,-0.52,17.6,94,20.0,111,18,3.2,8.0,8.0,70.0,3.0
1020,15,78,2779,-0.43,59.6,94,89.4,113,18,3.2,8.0,8.0,70.0,3.0
1021,15,79,2839,-0.14,62.0,94,89.8,115,18,3.2,8.0,9.0,70.0,3.0
1022,15,79,2847,-0.14,34.9,93,76.1,115,18,3.2,8.0,9.0,70.0,3.0
1023,15,80,2880,-0.14,32.5,93,88.2,117,18,3.2,8.0,9.0,70.0,3.0
1024,15,79,2879,-0.14,20.8,94,43.5,117,18,3.2,8.0,9.0,70.0,3.0
1025,15,78,2871,-0.14,18.8,94,62.4,117,18,3.2,8.0,9.0,70.0,3.0
1026,15,78,2873,-0.27,34.1,94,85.9,118,18,3.2,8.0,10.0,80.0,3.0
1027,15,79,2928,0.11,31.8,94,89.8,117,18,3.2,8.0,10.0,80.0,3.0
1028,15,81,2950,0.22,60.0,94,58.0,118,18,3.2,8.0,12.0,80.0,3.0
1029,15,81,2946,0.32,17.6,94,20.0,118,18,3.2,8.0,12.0,80.0,3.0
1030,15,78,2857,-0.41,18.4,94,26.7,118,18,3.2,8.0,16.0,80.0,3.0
1031,15,75,2797,-0.66,18.0,94,27.5,117,18,3.2,8.0,15.0,70.0,3.0
1032,15,74,2691,-0.38,16.5,94,20.0,117,18,3.2,8.0,14.0,70.0,3.0
1033,15,74,2678,-0.32,16.1,93,42.4,117,18,3.2,8.0,14.0,70.0,3.0
1034,15,72,2589,-0.27,18.0,93,32.5,117,18,3.2,8.0,14.0,70.0,3.0
1035,15,70,2575,-0.33,19.2,93,89.4,117,18,3.2,8.0,12.0,70.0,3.0
1036,15,72,2575,-0.22,58.0,93,89.4,117,18,3.2,8.0,12.0,70.0,3.0
1037,15,73,2603,0.21,58.8,93,89.4,117,18,3.2,8.0,9.0,70.0,3.0
1038,15,74,2626,0.4,58.8,93,89.4,115,18,3.2,8.0,7.0,60.0,0.0
1039,15,70,2630,-0.27,29.4,93,68.6,115,18,3.2,8.0,7.0,60.0,0.0
1040,15,70,2506,-0.54,20.4,93,45.9,115,18,3.2,8.0,7.0,60.0,0.0
1041,15,68,2438,-0.38,30.6,94,54.9,115,18,3.2,8.0,8.0,60.0,0.0
1042,15,67,2402,-0.38,26.7,94,80.4,114,18,3.2,8.0,8.0,80.0,0.0
1043,15,66,2369,-0.22,28.6,94,82.4,113,18,3.2,8.0,8.0,80.0,0.0
1044,15,64,2339,-0.33,30.6,94,42.0,113,18,3.2,8.0,11.0,80.0,0.0
1045,15,64,2323,0.13,53.3,94,91.4,113,18,3.2,8.0,12.0,60.0,0.0
1046,15,64,2336,0.13,61.6,94,91.4,113,18,3.2,8.0,12.0,60.0,0.0
1047,15,66,2341,0.13,75.7,94,93.3,113,18,3.2,8.0,12.0,60.0,0.0
1048,15,66,2355,0.13,83.5,94,91.4,109,18,3.2,8.0,13.0,60.0,0.0
1049,15,66,2377,0.0,71.0,94,91.4,106,18,3.2,8.0,16.0,80.0,0.0
1050,15,66,2384,0.0,53.3,94,90.6,106,18,3.2,8.0,21.0,80.0,0.0
1051,15,63,2324,-0.43,17.6,94,20.8,106,18,3.2,8.0,23.0,80.0,0.0
1052,15,62,2255,0.26,50.2,94,89.4,106,18,3.2,8.0,26.0,80.0,0.0
1053,15,62,2285,0.26,49.8,94,91.0,104,18,3.2,8.0,27.0,80.0,0.0
1054,15,63,2348,0.26,37.6,94,91.0,104,18,3.2,8.0,30.0,60.0,1.0
1055,15,66,2378,0.26,53.7,94,91.0,104,18,3.2,8.0,31.0,60.0,1.0
1056,15,66,2389,0.29,20.8,94,43.5,104,18,3.2,8.0,30.0,60.0,1.0
1057,15,67,2406,0.0,54.5,94,90.2,104,18,3.2,8.0,30.0,60.0,1.0
1058,15,66,2421,0.0,16.1,94,44.3,104,18,3.2,8.0,30.0,60.0,1.0
1059,15,66,2383,0.0,18.8,93,48.2,104,18,3.2,8.0,30.0,60.0,1.0
1060,15,66,2378,-0.1,37.3,93,75.7,104,18,3.2,8.0,33.0,60.0,1.0
1061,15,67,2407,0.1,33.7,93,87.1,104,18,3.2,8.0,35.0,60.0,1.0
1062,15,66,2345,-0.64,16.5,93,21.2,105,18,3.2,8.0,35.0,60.0,1.0
1063,15,63,2321,-0.64,16.5,93,22.4,105,18,3.2,8.0,34.0,80.0,1.0
1064,15,57,2137,-1.06,15.7,93,38.0,105,18,3.2,8.0,34.0,80.0,1.0
1065,15,55,2098,-1.0,21.2,94,89.4,106,18,3.2,8.0,34.0,80.0,1.0
1066,15,56,2845,0.5,43.9,94,91.0,106,18,3.2,8.0,35.0,80.0,1.0
1067,15,60,2845,0.5,83.9,94,91.0,106,18,3.2,8.0,31.0,80.0,1.0
1068,15,63,3001,0.5,64.7,94,90.2,106,18,3.2,8.0,27.0,80.0,1.0
1069,15,67,3182,0.63,66.7,94,92.5,106,18,3.2,8.0,26.0,80.0,1.0
1070,15,69,3351,0.76,67.5,94,96.1,106,18,3.2,8.0,27.0,80.0,1.0
1071,15,73,3450,0.77,72.2,94,96.9,106,18,3.2,8.0,30.0,70.0,1.0
1072,15,73,3589,0.64,18.0,94,88.6,106,18,3.2,8.0,29.0,90.0,1.0
1073,15,75,2711,0.38,78.0,94,90.6,105,18,3.2,8.0,30.0,90.0,1.0
1074,15,79,2834,0.31,84.7,94,91.8,105,18,3.2,8.0,30.0,90.0,1.0
1075,15,79,2834,0.31,85.5,94,92.5,105,18,3.2,8.0,29.0,90.0,1.0
1076,15,80,2902,0.42,85.5,94,92.9,102,18,3.2,8.0,34.0,90.0,1.0
1077,15,82,2964,0.4,68.2,94,90.6,102,18,3.2,8.0,34.0,70.0,1.0
1078,15,82,2966,0.27,20.4,94,47.5,102,18,3.2,8.0,34.0,70.0,1.0
1079,15,81,2930,-0.27,16.9,94,23.9,104,18,3.2,8.0,33.0,70.0,1.0
1080,15,79,2856,-0.41,19.2,94,19.2,104,18,3.2,8.0,36.0,70.0,1.0
1081,15,79,2818,-0.33,21.2,94,68.6,104,18,3.2,8.0,36.0,70.0,1.0
1082,15,76,2781,-0.33,20.8,94,41.2,105,18,3.2,8.0,38.0,70.0,1.0
1083,15,75,2707,-0.33,59.2,94,85.9,105,18,3.2,8.0,38.0,70.0,2.0
1084,15,76,2724,-0.13,60.4,94,89.4,105,18,3.2,8.0,37.0,70.0,2.0
1085,15,76,2731,0.13,60.8,94,89.4,104,18,3.2,8.0,36.0,70.0,2.0
1086,15,76,2733,0.13,60.8,94,80.8,104,18,3.2,8.0,36.0,70.0,2.0
1087,15,75,2703,-0.38,16.5,94,20.0,104,18,3.2,8.0,46.0,70.0,2.0
1088,15,70,2525,-0.89,25.1,94,61.2,104,18,3.2,8.0,57.0,90.0,4.0
1089,15,68,2458,-0.63,18.0,94,86.7,102,18,3.2,8.0,72.0,90.0,4.0
1090,15,66,2407,-0.66,18.0,94,25.5,102,18,3.2,8.0,72.0,90.0,4.0
1091,15,63,2312,-0.51,36.5,94,72.5,104,18,3.2,8.0,72.0,70.0,5.0
1092,15,62,2263,-0.33,22.0,94,34.5,104,18,3.2,8.0,73.0,70.0,5.0
