,observation_hour,speed,rpm,acceleration,throttle_position,engine_temperature,engine_load_value,heart_rate,current_weather,visibility,precipitation,accidents_onsite,design_speed,accidents_time,risk_level
0,0.1666666666666669,0.0,0.1991842284160435,0.6529051987767585,0.1415220293724966,0.967741935483871,0.2439759036144578,0.3387096774193548,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
1,0.1666666666666669,0.0,0.2012236573759347,0.6529051987767585,0.1415220293724966,0.967741935483871,0.2439759036144578,0.3387096774193548,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
2,0.1666666666666669,0.0,0.2014502605937004,0.6529051987767585,0.1415220293724966,0.967741935483871,0.2439759036144578,0.3870967741935484,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
3,0.1666666666666669,0.0,0.1996374348515749,0.6529051987767585,0.1415220293724966,0.967741935483871,0.2479919678714859,0.3870967741935484,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
4,0.1666666666666669,0.0,0.2003172445048719,0.6529051987767585,0.1415220293724966,0.967741935483871,0.2479919678714859,0.3870967741935484,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
5,0.1666666666666669,0.0,0.2025832766825289,0.6529051987767585,0.1522029372496662,1.0,0.2520080321285141,0.3870967741935484,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
6,0.1666666666666669,0.0,0.203942895989123,0.6529051987767585,0.1468624833110814,1.0,0.2520080321285141,0.3225806451612903,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
7,0.1666666666666669,0.0,0.2014502605937004,0.6529051987767585,0.1415220293724966,1.0,0.2479919678714859,0.3225806451612903,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
8,0.1666666666666669,0.0,0.2005438477226376,0.6529051987767585,0.1415220293724966,1.0,0.2479919678714859,0.2741935483870968,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
9,0.1666666666666669,0.0,0.2032630863358259,0.6529051987767585,0.1468624833110814,1.0,0.2479919678714859,0.2741935483870968,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
10,0.1666666666666669,0.0,0.2034896895535916,0.6529051987767585,0.1468624833110814,1.0,0.2479919678714859,0.3225806451612903,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
11,0.1666666666666669,0.0,0.1996374348515749,0.6529051987767585,0.1415220293724966,0.967741935483871,0.2479919678714859,0.3225806451612903,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
12,0.1666666666666669,0.0,0.2037162927713573,0.6529051987767585,0.1468624833110814,0.967741935483871,0.2479919678714859,0.3225806451612903,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
13,0.1666666666666669,0.0,0.200997054158169,0.6529051987767585,0.1415220293724966,0.967741935483871,0.2479919678714859,0.3225806451612903,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
14,0.1666666666666669,0.0,0.2021300702469975,0.6529051987767585,0.1415220293724966,0.967741935483871,0.2439759036144578,0.3225806451612903,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
15,0.1666666666666669,0.0,0.2021300702469975,0.6529051987767585,0.1415220293724966,0.967741935483871,0.2479919678714859,0.3225806451612903,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
16,0.1666666666666669,0.0,0.2041694992068887,0.6529051987767585,0.1415220293724966,0.967741935483871,0.2479919678714859,0.3225806451612903,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
17,0.1666666666666669,0.0,0.1996374348515749,0.6529051987767585,0.1415220293724966,0.967741935483871,0.2439759036144578,0.3709677419354839,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
18,0.1666666666666669,0.0,0.2003172445048719,0.6529051987767585,0.1415220293724966,0.967741935483871,0.2439759036144578,0.3709677419354839,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
19,0.1666666666666669,0.0,0.2019034670292318,0.6529051987767585,0.1468624833110814,0.935483870967742,0.2479919678714859,0.3709677419354839,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
20,0.1666666666666669,0.0,0.2030364831180602,0.6529051987767585,0.1468624833110814,0.935483870967742,0.2479919678714859,0.3709677419354839,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
21,0.1666666666666669,0.0,0.200997054158169,0.6529051987767585,0.1415220293724966,0.903225806451613,0.2479919678714859,0.3709677419354839,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
22,0.1666666666666669,0.0,0.2028098799002946,0.6529051987767585,0.1468624833110814,0.903225806451613,0.2479919678714859,0.3709677419354839,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
23,0.1666666666666669,0.0,0.2023566734647632,0.6529051987767585,0.1468624833110814,0.870967741935484,0.2479919678714859,0.4193548387096774,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
24,0.1666666666666669,0.0,0.2025832766825289,0.6529051987767585,0.1468624833110814,0.870967741935484,0.2479919678714859,0.4193548387096774,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
25,0.1666666666666669,0.0,0.2019034670292318,0.6529051987767585,0.1415220293724966,0.870967741935484,0.2439759036144578,0.4193548387096774,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
26,0.1666666666666669,0.0,0.2000906412871062,0.6529051987767585,0.1415220293724966,0.870967741935484,0.2479919678714859,0.4677419354838709,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
27,0.1666666666666669,0.0,0.2030364831180602,0.6529051987767585,0.1415220293724966,0.870967741935484,0.2359437751004016,0.4677419354838709,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
28,0.1666666666666669,0.0,0.2019034670292318,0.6529051987767585,0.1415220293724966,0.870967741935484,0.2399598393574297,0.4677419354838709,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
29,0.1666666666666669,0.0,0.2030364831180602,0.6529051987767585,0.1415220293724966,0.8387096774193545,0.2359437751004016,0.4677419354838709,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
30,0.1666666666666669,0.0,0.2028098799002946,0.6529051987767585,0.1415220293724966,0.8387096774193545,0.2359437751004016,0.4677419354838709,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
31,0.1666666666666669,0.0,0.2019034670292318,0.6529051987767585,0.1415220293724966,0.8064516129032255,0.2359437751004016,0.4677419354838709,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
32,0.1666666666666669,0.0,0.2034896895535916,0.6529051987767585,0.1415220293724966,0.8064516129032255,0.2319277108433735,0.4193548387096774,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
33,0.1666666666666669,0.0,0.1991842284160435,0.6529051987767585,0.1415220293724966,0.8064516129032255,0.2319277108433735,0.4193548387096774,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
34,0.1666666666666669,0.0,0.2041694992068887,0.6529051987767585,0.1415220293724966,0.8064516129032255,0.2319277108433735,0.4193548387096774,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
35,0.1666666666666669,0.0,0.2007704509404033,0.6529051987767585,0.1415220293724966,0.7741935483870965,0.2319277108433735,0.4193548387096774,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
36,0.1666666666666669,0.0,0.1998640380693405,0.6529051987767585,0.1361815754339119,0.7741935483870965,0.2279116465863453,0.4193548387096774,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
37,0.1666666666666669,0.0,0.2023566734647632,0.6529051987767585,0.1415220293724966,0.7741935483870965,0.2359437751004016,0.4193548387096774,0.1333333333333333,0.9999999999999998,0.0999999999999999,0.0354330708661417,0.5,0.0,1.0
