time,"Altitude (GPS) (m)","Average speed (km/h)","Average speed (GPS) (km/h)","Barometric pressure (kPa)","Calculated engine load value (%)","Calculated instant fuel consumption (km/L)","Distance travelled (km)","Distance travelled (total) (km)","Engine coolant temperature (℃)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Intake air temperature (℃)","OBD Module Voltage (V)","Speed (GPS) (km/h)","Throttle position (%)","Vehicle acceleration (m/s²)","Vehicle speed (km/h)",Latitude,Longtitude,
18:57:27.466,2491,,,,,,,,,,,,,,,,,-0.297922510653734,-78.4604822751135,
18:57:28.454,,,0.21445274874874,,,,,,,,,,,0.323999986052513,,,,-0.297916349954903,-78.4604827780277,
18:57:28.456,2489,,,,,,,,,,,,,,,,,-0.297916349954903,-78.4604827780277,
18:57:29.724,,,0.142800744639412,,,,,,,,,,,0,,,,-0.297916349954903,-78.4604827780277,
18:57:29.725,2485.5,,,,,,,,,,,,,,,,,-0.297916349954903,-78.4604827780277,
18:57:29.727,2485.5,,0.142695448879147,,,,,,,,,,,0,,,,-0.297916349954903,-78.4604827780277,
18:57:29.728,2485.5,,,,,,,,,,,,,,,,,-0.2980459,-78.4605884,
18:57:29.733,2485.5,,0.144071404379471,,,,,,,,,,,1.04391864538193,,,,-0.2980459,-78.4605884,
18:57:30.447,2489,,0.121341127225235,,,,,,,,,,,0,,,,-0.297920624725521,-78.4604871366173,
18:57:32.456,2488,,0.172561074721005,,,,,,,,,,,0.287999993562698,,,,-0.297923726029694,-78.4604894835502,
18:57:33.840,,,0.142400148153837,,,,,,,,,,,0,,,,-0.297923851758242,-78.4604892320931,
18:57:37.027,2488,,0.101544124617587,,,,,,,,,,,0,,,,-0.297923893667758,-78.4604893159121,
18:57:37.063,,,,,23.5294117647059,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:37.133,,,,,,,,,91,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:37.203,,,,,,,,,,585,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:37.276,,,,,,,,,,,,,,,,,0,-0.297923893667758,-78.4604893159121,
18:57:37.362,,,,,,,,,,,,,,,12.9411764705882,,,-0.297923893667758,-78.4604893159121,
18:57:37.434,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:37.449,2488,,0.0978264705512691,,,,,,,,,,,0,,,,-0.297923893667758,-78.4604893159121,
18:57:37.499,2485.5,,0.0974164287478278,,,,,,,,,,,0.00381606887094676,,,,-0.297923893667758,-78.4604893159121,
18:57:37.501,,,,,,,,,,,,,13.1,,,,,-0.297923893667758,-78.4604893159121,
18:57:37.549,,,,,23.921568627451,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:37.622,,,,,,,,,,597,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:37.694,,,,,,,,,,,,42,,,,,,-0.297923893667758,-78.4604893159121,
18:57:37.766,,,,,,,0,178.250297933611,,,,,,,,,0,-0.297923893667758,-78.4604893159121,
18:57:37.867,,,,,,,,,,,,,,,12.9411764705882,,,-0.297923893667758,-78.4604893159121,
18:57:37.951,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:38.013,,,,,,,,,,,,,13.4,,,,,-0.297923893667758,-78.4604893159121,
18:57:38.048,,,,,23.921568627451,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:38.117,,,,,,,,,91,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:38.160,,,,,,,,,,612,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:38.195,,0,,,,,0,178.250297933611,,,,,,,,,0,-0.297923893667758,-78.4604893159121,
18:57:38.231,,,,,,,,,,,,,,,12.9411764705882,,,-0.297923893667758,-78.4604893159121,
18:57:38.276,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:38.330,,,,,,,,,,,,,13.1,,,,,-0.297923893667758,-78.4604893159121,
18:57:38.359,,,,,23.921568627451,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:38.395,,,,,,,,,,606,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:38.441,,0,,,,,0,178.250297933611,,,,,,,,,0,-0.297923893667758,-78.4604893159121,
18:57:38.490,,,,,,,,,,,,,,,12.9411764705882,,,-0.297923893667758,-78.4604893159121,
18:57:38.538,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:38.592,,,,,,,,,,,,,13.1,,,,,-0.297923893667758,-78.4604893159121,
18:57:38.619,,,,,24.3137254901961,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:38.653,,,,,,,,,91,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:38.694,,,,,,,,,,589,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:38.733,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:38.771,,,,,,,,,,,,,,,12.5490196078431,,,-0.297923893667758,-78.4604893159121,
18:57:38.817,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:38.874,,,,,,,,,,,,,13.4,,,,,-0.297923893667758,-78.4604893159121,
18:57:39.078,,,,,24.3137254901961,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:39.114,,,,,,,,,,600,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:39.162,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:39.206,,,,,,,,,,,,,,,12.9411764705882,,,-0.297923893667758,-78.4604893159121,
18:57:39.243,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:39.308,,,,,,,,,,,,,13,,,,,-0.297923893667758,-78.4604893159121,
18:57:39.315,,,,,24.3137254901961,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:39.350,,,,,,,,,91,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:39.385,,,,,,,,,,596,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:39.430,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:39.472,,,,,,,,,,,,,,,12.9411764705882,,,-0.297923893667758,-78.4604893159121,
18:57:39.518,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:39.577,,,,,,,,,,,,,13.3,,,,,-0.297923893667758,-78.4604893159121,
18:57:39.600,,,,,24.3137254901961,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:39.634,,,,,,,,,,597,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:39.670,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:39.716,,,,,,,,,,,,,,,12.5490196078431,,,-0.297923893667758,-78.4604893159121,
18:57:39.752,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:39.800,,,,,,,,,,,,,13.1,,,,,-0.297923893667758,-78.4604893159121,
18:57:39.822,,,,,23.921568627451,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:39.870,,,,,,,,,91,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:39.915,,,,,,,,,,622,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:39.953,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:39.991,,,,,,,,,,,,,,,12.5490196078431,,,-0.297923893667758,-78.4604893159121,
18:57:40.035,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:40.086,,,,,,,,,,,,,13,,,,,-0.297923893667758,-78.4604893159121,
18:57:40.119,,,,,23.1372549019608,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:40.165,,,,,,,,,,591,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:40.211,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:40.248,,,,,,,,,,,,,,,12.5490196078431,,,-0.297923893667758,-78.4604893159121,
18:57:40.292,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:40.363,,,,,,,,,,,,,13.3,,,,,-0.297923893667758,-78.4604893159121,
18:57:40.413,,,,,22.7450980392157,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:40.459,,,,,,,,,91,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:40.515,,,,,,,,,,593,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:40.563,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:40.606,,,,,,,,,,,,,,,12.5490196078431,,,-0.297923893667758,-78.4604893159121,
18:57:40.644,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:40.710,,,,,,,,,,,,,13,,,,,-0.297923893667758,-78.4604893159121,
18:57:40.726,,,,,23.1372549019608,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:40.761,,,,,,,,,,591,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:40.800,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:40.846,,,,,,,,,,,,,,,12.9411764705882,,,-0.297923893667758,-78.4604893159121,
18:57:40.881,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:40.941,,,,,,,,,,,,,12.8,,,,,-0.297923893667758,-78.4604893159121,
18:57:40.960,,,,,23.921568627451,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:41.007,,,,,,,,,91,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:41.042,,,,,,,,,,591,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:41.093,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:41.139,,,,,,,,,,,,,,,12.9411764705882,,,-0.297923893667758,-78.4604893159121,
18:57:41.183,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:41.231,,,,,,,,,,,,,13.4,,,,,-0.297923893667758,-78.4604893159121,
18:57:41.253,,,,,24.3137254901961,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:41.299,,,,,,,,,,611,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:41.333,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:41.370,,,,,,,,,,,,,,,12.9411764705882,,,-0.297923893667758,-78.4604893159121,
18:57:41.423,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:41.494,,,,,,,,,,,,,13.1,,,,,-0.297923893667758,-78.4604893159121,
18:57:41.518,,,,,24.3137254901961,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:41.557,,,,,,,,,91,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:41.604,,,,,,,,,,608,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:41.649,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:41.697,,,,,,,,,,,,,,,12.9411764705882,,,-0.297923893667758,-78.4604893159121,
18:57:41.743,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:41.809,,,,,,,,,,,,,13.1,,,,,-0.297923893667758,-78.4604893159121,
18:57:41.812,,,,,24.3137254901961,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:41.852,,,,,,,,,,594,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:41.900,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:41.948,,,,,,,,,,,,,,,12.9411764705882,,,-0.297923893667758,-78.4604893159121,
18:57:41.983,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:42.032,,,,,,,,,,,,,13.4,,,,,-0.297923893667758,-78.4604893159121,
18:57:42.052,,,,,24.3137254901961,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:42.098,,,,,,,,,91,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:42.133,,,,,,,,,,602,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:42.178,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:42.220,,,,,,,,,,,,,,,12.9411764705882,,,-0.297923893667758,-78.4604893159121,
18:57:42.254,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:42.308,,,,,,,,,,,,,13.1,,,,,-0.297923893667758,-78.4604893159121,
18:57:42.325,,,,,23.921568627451,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:42.370,,,,,,,,,,600,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:42.420,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:42.466,,,,,,,,,,,,,,,12.5490196078431,,,-0.297923893667758,-78.4604893159121,
18:57:42.501,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:42.558,,,,,,,,,,,,,12.9,,,,,-0.297923893667758,-78.4604893159121,
18:57:42.579,,,,,24.3137254901961,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:42.626,,,,,,,,,91,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:42.667,,,,,,,,,,591,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:42.702,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:42.759,,,,,,,,,,,,,,,12.5490196078431,,,-0.297923893667758,-78.4604893159121,
18:57:42.825,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:42.888,,,,,,,,,,,,,13.2,,,,,-0.297923893667758,-78.4604893159121,
18:57:42.934,,,,,23.921568627451,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:42.973,,,,,,,,,,602,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:43.025,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:43.070,,,,,,,,,,,,,,,12.5490196078431,,,-0.297923893667758,-78.4604893159121,
18:57:43.117,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:43.168,,,,,,,,,,,,,13.1,,,,,-0.297923893667758,-78.4604893159121,
18:57:43.202,,,,,23.921568627451,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:43.247,,,,,,,,,91,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:43.284,,,,,,,,,,589,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:43.321,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:43.636,,,,,,,,,,,,,,,12.5490196078431,,,-0.297923893667758,-78.4604893159121,
18:57:43.673,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:43.734,,,,,,,,,,,,,13.5,,,,,-0.297923893667758,-78.4604893159121,
18:57:43.744,,,,,23.921568627451,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:43.780,,,,,,,,,,603,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:43.815,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:43.863,,,,,,,,,,,,,,,12.9411764705882,,,-0.297923893667758,-78.4604893159121,
18:57:43.910,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:43.960,,,,,,,,,,,,,13.1,,,,,-0.297923893667758,-78.4604893159121,
18:57:44.001,,,,,23.921568627451,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:44.047,,,,,,,,,91,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:44.092,,,,,,,,,,594,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:44.138,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:44.173,,,,,,,,,,,,,,,12.5490196078431,,,-0.297923893667758,-78.4604893159121,
18:57:44.218,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:44.275,,,,,,,,,,,,,13,,,,,-0.297923893667758,-78.4604893159121,
18:57:44.297,,,,,23.1372549019608,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:44.341,,,,,,,,,,590,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:44.390,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:44.429,,,,,,,,,,,,,,,12.5490196078431,,,-0.297923893667758,-78.4604893159121,
18:57:44.467,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:44.523,,,,,,,,,,,,,13.5,,,,,-0.297923893667758,-78.4604893159121,
18:57:44.550,,,,,23.1372549019608,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:44.590,,,,,,,,,91,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:44.637,,,,,,,,,,594,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:44.674,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:44.709,,,,,,,,,,,,,,,12.9411764705882,,,-0.297923893667758,-78.4604893159121,
18:57:44.743,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:44.801,,,,,,,,,,,,,12.9,,,,,-0.297923893667758,-78.4604893159121,
18:57:44.812,,,,,23.1372549019608,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:44.858,,,,,,,,,,601,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:44.893,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:44.940,,,,,,,,,,,,,,,12.9411764705882,,,-0.297923893667758,-78.4604893159121,
18:57:44.990,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:45.051,,,,,,,,,,,,,12.9,,,,,-0.297923893667758,-78.4604893159121,
18:57:45.073,,,,,23.5294117647059,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:45.121,,,,,,,,,91,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:45.170,,,,,,,,,,588,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:45.215,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:45.251,,,,,,,,,,,,,,,12.9411764705882,,,-0.297923893667758,-78.4604893159121,
18:57:45.308,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:45.376,,,,,,,,,,,,,13.5,,,,,-0.297923893667758,-78.4604893159121,
18:57:45.401,,,,,24.7058823529412,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:45.462,,,,,,,,,,595,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:45.518,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:45.565,,,,,,,,,,,,,,,12.9411764705882,,,-0.297923893667758,-78.4604893159121,
18:57:45.606,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:45.675,,,,,24.7058823529412,,,,,,,,13,,,,,-0.297923893667758,-78.4604893159121,
18:57:45.720,,,,,,,,,91,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:45.756,,,,,,,,,,599,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:45.800,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:45.847,,,,,,,,,,,,,,,12.9411764705882,,,-0.297923893667758,-78.4604893159121,
18:57:45.887,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:45.950,,,,,,,,,,,,,13.4,,,,,-0.297923893667758,-78.4604893159121,
18:57:45.960,,,,,24.7058823529412,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:45.996,,,,,,,,,,602,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:46.040,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:46.086,,,,,,,,,,,,,,,12.9411764705882,,,-0.297923893667758,-78.4604893159121,
18:57:46.131,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:46.191,,,,,,,,,,,,,13.4,,,,,-0.297923893667758,-78.4604893159121,
18:57:46.206,,,,,24.3137254901961,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:46.243,,,,,,,,,91,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:46.290,,,,,,,,,,617,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:46.332,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:46.378,,,,,,,,,,,,,,,12.5490196078431,,,-0.297923893667758,-78.4604893159121,
18:57:46.423,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:46.506,,,,,,,,,,,,,12.9,,,,,-0.297923893667758,-78.4604893159121,
18:57:46.523,,,,,22.7450980392157,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:46.560,,,,,,,,,,591,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:46.594,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:46.635,,,,,,,,,,,,,,,12.5490196078431,,,-0.297923893667758,-78.4604893159121,
18:57:46.671,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:46.741,,,,,22.7450980392157,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:46.753,,,,,,,,,,,,,13.2,,,,,-0.297923893667758,-78.4604893159121,
18:57:46.781,,,,,,,,,91,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:46.825,,,,,,,,,,586,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:46.861,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:46.899,,,,,,,,,,,,,,,12.9411764705882,,,-0.297923893667758,-78.4604893159121,
18:57:46.938,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:47.001,,,,,,,,,,,,,13.4,,,,,-0.297923893667758,-78.4604893159121,
18:57:47.031,,,,,24.3137254901961,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:47.078,,,,,,,,,,593,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:47.113,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:47.158,,,,,,,,,,,,,,,12.9411764705882,,,-0.297923893667758,-78.4604893159121,
18:57:47.193,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:47.254,,,,,,,,,,,,,12.9,,,,,-0.297923893667758,-78.4604893159121,
18:57:47.277,,,,,24.3137254901961,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:47.312,,,,,,,,,91,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:47.358,,,,,,,,,,594,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:47.394,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:47.438,,,,,,,,,,,,,,,12.9411764705882,,,-0.297923893667758,-78.4604893159121,
18:57:47.472,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:47.529,,,,,,,,,,,,,13.3,,,,,-0.297923893667758,-78.4604893159121,
18:57:47.542,,,,,24.7058823529412,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:47.590,,,,,,,,,,596,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:47.643,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:47.689,,,,,,,,,,,,,,,12.9411764705882,,,-0.297923893667758,-78.4604893159121,
18:57:47.724,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:47.781,,,,,,,,,,,,,13.5,,,,,-0.297923893667758,-78.4604893159121,
18:57:47.808,,,,,24.3137254901961,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:47.877,,,,,,,,,91,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:47.935,,,,,,,,,,614,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:47.985,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:48.254,,,,,,,,,,,,,,,12.5490196078431,,,-0.297923893667758,-78.4604893159121,
18:57:48.304,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:48.356,,,,,,,,,,,,,13.1,,,,,-0.297923893667758,-78.4604893159121,
18:57:48.377,,,,,22.7450980392157,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:48.413,,,,,,,,,,582,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:48.453,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:48.498,,,,,,,,,,,,,,,12.9411764705882,,,-0.297923893667758,-78.4604893159121,
18:57:48.533,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:48.598,,,,,,,,,,,,,13.4,,,,,-0.297923893667758,-78.4604893159121,
18:57:48.603,,,,,23.5294117647059,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:48.643,,,,,,,,,91,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:48.688,,,,,,,,,,590,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:48.723,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:48.770,,,,,,,,,,,,,,,12.9411764705882,,,-0.297923893667758,-78.4604893159121,
18:57:48.825,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:48.891,,,,,,,,,,,,,12.9,,,,,-0.297923893667758,-78.4604893159121,
18:57:48.911,,,,,24.3137254901961,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:48.967,,,,,,,,,,589,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:49.002,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:49.047,,,,,,,,,,,,,,,12.9411764705882,,,-0.297923893667758,-78.4604893159121,
18:57:49.104,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:49.172,,,,,,,,,,,,,13.5,,,,,-0.297923893667758,-78.4604893159121,
18:57:49.274,,,,,24.3137254901961,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:49.380,,,,,,,,,91,,,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:49.467,,,,,,,,,,606,0.6,,,,,,,-0.297923893667758,-78.4604893159121,
18:57:49.556,,0,,,,,0,178.250297933611,,,,,,,,0,0,-0.297923893667758,-78.4604893159121,
18:57:49.606,,,,,,,,,,,,,,,12.9411764705882,,,-0.297923893667758,-78.4604893159121,
18:57:49.651,,,,75,,,,,,,,,,,,,,-0.297923893667758,-78.4604893159121,
